post_id,platform,topic,text_length,likes,shares,comments,hashtags,mentions,sentiment,engagement_rate,verified_account,sample_text
POST01720,Instagram,Entertainment,91,38,20,1,4,0,Positive,0.08749949188224826,False,This is amazing love excellent content about technology
POST01721,LinkedIn,Entertainment,83,11,15,8,5,2,Neutral,0.5490863444959415,True,This is fine fine normal content about health
POST01722,TikTok,Business,182,19,30,3,5,1,Positive,0.5150733807025496,False,This is excellent great love content about business
POST01723,Instagram,Business,78,147,2,13,3,0,Neutral,0.15891120134850067,False,This is standard fine fine content about sports
POST01724,Instagram,Entertainment,228,42,7,5,2,2,Neutral,0.44924197037750346,False,This is regular normal okay content about business
POST01725,Facebook,Sports,93,49,0,0,7,4,Positive,0.03226323414881782,False,This is amazing best best content about business
POST01726,TikTok,Sports,39,18,12,11,2,4,Neutral,0.6212270539873074,False,This is regular fine typical content about business
POST01727,Twitter,Education,75,18,7,2,2,4,Neutral,0.112819598293174,False,This is regular typical regular content about politics
POST01728,TikTok,Entertainment,186,74,34,29,1,2,Positive,0.9629345647558168,False,This is love wonderful amazing content about sports
POST01729,Twitter,Technology,92,130,27,11,5,1,Positive,0.9502990337020595,False,This is great great fantastic content about technology
POST01730,TikTok,Education,207,93,13,38,7,0,Neutral,0.27236995991267043,False,This is standard average typical content about health
POST01731,LinkedIn,Education,162,129,29,0,0,2,Positive,0.06740677594077515,False,This is great amazing best content about sports
POST01732,Instagram,Business,196,60,54,49,2,0,Positive,0.818085563822065,False,This is wonderful amazing fantastic content about politics
POST01733,Instagram,Technology,79,13,5,4,9,2,Positive,0.05457258628966721,False,This is best great great content about business
POST01734,Facebook,Education,65,25,2,9,2,1,Positive,0.08492968613598628,False,This is great excellent wonderful content about sports
POST01735,TikTok,Technology,39,28,6,12,1,3,Neutral,0.7147050009623444,False,This is fine typical average content about health
POST01736,TikTok,Business,241,189,49,6,7,1,Positive,0.07165986345685316,False,This is best wonderful great content about health
POST01737,TikTok,Health,271,261,6,5,0,4,Positive,0.6038165604374099,True,This is wonderful fantastic amazing content about business
POST01738,Instagram,Education,63,12,27,2,7,2,Positive,0.369362562560813,False,This is best great wonderful content about sports
POST01739,TikTok,Business,193,20,9,4,6,3,Neutral,0.9475233899400229,False,This is okay regular regular content about technology
POST01740,Facebook,Business,119,35,30,9,3,3,Neutral,0.7007755111894047,False,This is fine regular typical content about technology
POST01741,Facebook,Sports,62,56,9,16,8,0,Neutral,0.8336690034455528,False,This is fine typical typical content about health
POST01742,LinkedIn,Health,57,58,6,1,0,2,Neutral,0.3172429512343722,False,This is normal typical typical content about business
POST01743,Instagram,Technology,21,253,2,24,5,1,Positive,0.4946918729173211,False,This is wonderful great best content about entertainment
POST01744,LinkedIn,Business,36,27,17,9,0,2,Negative,0.7074771348322234,False,This is terrible bad awful content about sports
POST01745,Twitter,Sports,176,64,19,7,0,3,Neutral,0.7794612286834556,False,This is standard normal typical content about politics
POST01746,Facebook,Sports,137,48,2,5,2,3,Neutral,0.09596647931135727,False,This is okay average standard content about education
POST01747,Facebook,Sports,131,44,6,15,1,3,Positive,0.31680334219937767,True,This is great great wonderful content about business
POST01748,LinkedIn,Politics,168,38,30,9,6,3,Negative,0.15232451756156196,False,This is hate bad bad content about education
POST01749,Facebook,Entertainment,27,146,15,1,2,2,Neutral,0.33754007339038306,False,This is fine typical normal content about entertainment
POST01750,LinkedIn,Politics,134,159,1,3,1,2,Neutral,0.4922014168226424,False,This is standard okay average content about politics
POST01751,LinkedIn,Education,99,57,17,1,9,4,Neutral,0.4954107580848679,False,This is standard okay fine content about technology
POST01752,TikTok,Politics,108,5,37,17,9,2,Neutral,0.233004606512222,False,This is typical okay regular content about education
POST01753,Instagram,Health,169,3,22,4,7,2,Neutral,0.9130374969699258,False,This is fine fine normal content about education
POST01754,LinkedIn,Politics,150,133,4,18,9,1,Neutral,0.9152248695812512,False,This is average standard okay content about business
POST01755,LinkedIn,Politics,235,51,27,0,3,1,Neutral,0.8537333410875236,False,This is standard fine standard content about education
POST01756,LinkedIn,Politics,120,17,2,0,5,0,Positive,0.7244454289153253,False,This is excellent love wonderful content about business
POST01757,Facebook,Sports,186,265,4,0,3,0,Negative,0.6164540922426466,False,This is terrible horrible hate content about sports
POST01758,LinkedIn,Politics,95,88,4,24,0,0,Positive,0.8388223271877311,True,This is best excellent best content about technology
POST01759,LinkedIn,Business,110,22,2,9,6,2,Positive,0.5456827847243755,False,This is love best wonderful content about sports
POST01760,TikTok,Business,249,80,11,13,3,2,Positive,0.5185776153576304,False,This is love excellent excellent content about health
POST01761,TikTok,Health,29,51,28,5,5,1,Neutral,0.2590038878992581,False,This is typical regular standard content about politics
POST01762,LinkedIn,Entertainment,108,94,1,1,5,2,Positive,0.4864169114118232,False,This is amazing fantastic love content about sports
POST01763,LinkedIn,Business,275,128,13,25,7,3,Positive,0.11363944442137486,False,This is best great fantastic content about sports
POST01764,Instagram,Business,59,68,19,3,2,0,Negative,0.5802065840504748,False,This is disappointing bad awful content about technology
POST01765,Twitter,Business,226,52,11,10,6,0,Neutral,0.7078406306386947,False,This is normal standard typical content about technology
POST01766,Twitter,Education,172,262,8,0,0,1,Negative,0.7284903363092098,False,This is disappointing bad awful content about sports
POST01767,Facebook,Health,181,244,73,0,6,0,Neutral,0.9934122741469217,False,This is normal standard fine content about education
POST01768,LinkedIn,Education,115,134,17,4,0,3,Neutral,0.1663080551877011,False,This is regular average normal content about education
POST01769,LinkedIn,Business,88,2,2,1,1,2,Neutral,0.3824571223341623,False,This is typical fine fine content about sports
POST01770,Instagram,Health,229,247,9,1,6,4,Positive,0.35896006552756976,False,This is best great fantastic content about technology
POST01771,TikTok,Sports,147,86,2,2,4,4,Neutral,0.500650183062915,False,This is normal typical normal content about entertainment
POST01772,Instagram,Entertainment,271,25,6,10,6,1,Neutral,0.8861803342211492,True,This is okay typical regular content about business
POST01773,Instagram,Entertainment,167,36,13,0,0,2,Neutral,0.33332348091156405,False,This is average normal fine content about sports
POST01774,Twitter,Business,162,43,46,9,8,3,Neutral,0.7351060312944796,False,This is standard regular normal content about technology
POST01775,Twitter,Business,271,101,0,2,3,2,Positive,0.3758145359828903,False,This is great love excellent content about politics
POST01776,Facebook,Politics,65,7,30,15,5,4,Positive,0.18346892061451947,False,This is fantastic fantastic wonderful content about education
POST01777,Twitter,Education,57,67,10,17,4,3,Neutral,0.8388588440229807,False,This is typical average typical content about entertainment
POST01778,LinkedIn,Business,115,97,50,0,5,4,Positive,0.04792843875513686,False,This is best amazing wonderful content about business
POST01779,LinkedIn,Technology,217,91,22,3,0,0,Positive,0.6726531683785959,False,This is best great excellent content about health
POST01780,Instagram,Entertainment,27,26,60,3,5,3,Neutral,0.9670201484888505,True,This is fine typical fine content about business
POST01781,LinkedIn,Education,31,62,6,2,7,1,Positive,0.055043464549291876,False,This is amazing love excellent content about sports
POST01782,Instagram,Politics,50,48,44,13,7,1,Positive,0.291082764047664,False,This is love excellent great content about education
POST01783,TikTok,Sports,244,29,17,9,3,2,Neutral,0.47860007867778964,False,This is normal fine fine content about sports
POST01784,Twitter,Health,68,215,6,4,1,2,Neutral,0.4291476852378353,True,This is regular fine normal content about politics
POST01785,Twitter,Sports,279,34,7,14,6,3,Neutral,0.8512538917858629,False,This is average fine fine content about sports
POST01786,Facebook,Education,85,217,10,5,2,3,Neutral,0.4100707859807857,False,This is regular standard fine content about technology
POST01787,LinkedIn,Education,33,15,23,11,6,3,Negative,0.5455052273608897,False,This is horrible terrible terrible content about education
POST01788,LinkedIn,Technology,23,84,44,3,3,2,Neutral,0.5722608704668315,False,This is standard regular okay content about business
POST01789,Facebook,Entertainment,217,82,4,14,4,1,Neutral,0.5136289375102223,False,This is fine standard typical content about business
POST01790,TikTok,Entertainment,204,119,11,4,1,4,Negative,0.6255630973521658,False,This is disappointing bad worst content about entertainment
POST01791,TikTok,Health,277,53,16,0,3,3,Neutral,0.7704508725026425,False,This is regular regular standard content about politics
POST01792,Instagram,Sports,128,12,46,0,4,2,Negative,0.879083127319549,False,This is awful bad disappointing content about technology
POST01793,Facebook,Politics,48,321,30,29,7,2,Positive,0.32067837161136115,False,This is excellent amazing great content about politics
POST01794,TikTok,Entertainment,247,3,7,2,3,1,Positive,0.7114985942716302,False,This is love fantastic amazing content about entertainment
POST01795,Instagram,Technology,245,70,15,8,4,3,Neutral,0.5276592967780779,False,This is okay fine normal content about business
POST01796,Instagram,Health,279,106,5,8,2,4,Neutral,0.026576067526691283,False,This is normal typical okay content about business
POST01797,TikTok,Education,59,37,16,0,1,0,Neutral,0.39786970147635015,False,This is fine normal fine content about technology
POST01798,Twitter,Health,139,91,3,5,9,1,Neutral,0.3632917251559431,False,This is normal standard okay content about entertainment
POST01799,LinkedIn,Sports,38,144,9,0,0,1,Positive,0.4453392104445303,False,This is amazing excellent great content about health
POST01800,Facebook,Health,24,302,17,6,2,3,Positive,0.12889851688794252,False,This is fantastic amazing best content about entertainment
POST01801,Twitter,Sports,207,190,4,5,3,0,Negative,0.5979701323730527,True,This is horrible bad horrible content about technology
POST01802,LinkedIn,Entertainment,158,46,65,11,1,0,Positive,0.4396106358487246,False,This is fantastic love amazing content about politics
POST01803,Facebook,Sports,181,217,11,5,1,2,Neutral,0.353763265145293,False,This is okay standard normal content about business
POST01804,Instagram,Business,115,14,48,1,1,3,Neutral,0.6396248334096426,False,This is standard fine standard content about health
POST01805,Facebook,Health,127,10,0,8,1,1,Positive,0.3727046365009179,False,This is fantastic wonderful fantastic content about business
POST01806,Facebook,Entertainment,255,67,19,14,1,3,Neutral,0.43762374789631053,False,This is normal normal typical content about education
POST01807,Instagram,Health,118,587,14,14,1,0,Positive,0.39670758811472273,False,This is excellent fantastic great content about entertainment
POST01808,Instagram,Health,170,10,2,0,5,3,Negative,0.9512993381755913,False,This is horrible awful hate content about entertainment
POST01809,Facebook,Politics,200,127,17,3,8,3,Neutral,0.08789483599974046,False,This is okay fine regular content about education
